,U00096,binary_an,binary_ae,diff,K12_growth,difference
CIW80_12575,b3571,1,1,0,1,0
CIW80_12580,b3572,1,1,0,1,0
CIW80_12595,b3575,1,1,0,1,0
CIW80_12615,b3578,1,1,0,1,0
CIW80_12620,b3579,1,1,0,1,0
CIW80_12625,b3580,1,1,0,1,0
CIW80_12630,b3581,1,1,0,1,0
CIW80_12635,b3582,1,1,0,1,0
CIW80_12640,b3583,1,1,0,1,0
CIW80_12645,b3588,1,1,0,1,0
CIW80_12655,b3589,1,1,0,1,0
CIW80_12660,b3590,1,1,0,1,0
CIW80_12685,b3599,1,1,0,1,0
CIW80_12690,b3600,1,1,0,1,0
CIW80_12725,b3603,1,1,0,1,0
CIW80_12735,b3605,1,1,0,1,0
CIW80_12745,b3607,1,1,0,1,0
CIW80_12750,b3608,1,1,0,1,0
CIW80_12760,b3610,1,1,0,1,0
CIW80_12775,b3612,1,1,0,1,0
CIW80_12785,b3614,1,1,0,1,0
CIW80_12795,b3616,1,1,0,1,0
CIW80_12800,b3617,1,1,0,1,0
CIW80_12805,b3619,1,1,0,1,0
CIW80_12810,b3620,1,1,0,1,0
CIW80_12815,b3621,1,1,0,1,0
CIW80_12850,b3630,1,1,0,1,0
CIW80_12855,b3631,1,1,0,1,0
CIW80_12865,b3633,0,0,0,0,0
CIW80_12870,b3634,0,0,0,0,0
CIW80_12895,b3639,0,0,0,0,0
CIW80_12900,b3640,1,1,0,1,0
CIW80_12910,b3642,0,0,0,0,0
CIW80_12945,b3648,0,0,0,0,0
CIW80_12955,b3650,1,1,0,1,0
CIW80_12970,b3653,1,1,0,1,0
CIW80_12975,b3654,1,1,0,1,0
CIW80_13025,b3656,1,1,0,1,0
CIW80_13170,b3662,1,1,0,1,0
CIW80_13185,b3664,1,1,0,1,0
CIW80_13190,b3665,1,1,0,1,0
CIW80_13195,b3666,1,1,0,1,0
CIW80_13230,b3670,1,1,0,1,0
CIW80_13235,b3671,1,1,0,1,0
CIW80_13275,b3679,1,1,0,1,0
CIW80_13315,b3691,1,1,0,1,0
CIW80_13320,b4478,1,1,0,1,0
CIW80_13325,b4477,1,1,0,1,0
CIW80_13330,b3693,1,1,0,1,0
CIW80_13345,b3697,1,1,0,1,0
CIW80_13410,b3708,1,1,0,1,0
CIW80_13415,b3709,1,1,0,1,0
CIW80_13435,b3713,1,1,0,1,0
CIW80_13440,b3714,1,1,0,1,0
CIW80_13445,b3715,1,1,0,1,0
CIW80_13470,b3721,1,1,0,1,0
CIW80_13475,b3722,1,1,0,1,0
CIW80_13490,b3725,1,1,0,1,0
CIW80_13495,b3726,1,1,0,1,0
CIW80_13500,b3727,1,1,0,1,0
CIW80_13505,b3728,1,1,0,1,0
CIW80_13510,b3729,0,0,0,0,0
CIW80_13515,b3730,0,0,0,0,0
CIW80_13520,b3731,1,1,0,1,0
CIW80_13525,b3732,1,1,0,1,0
CIW80_13530,b3733,1,1,0,1,0
CIW80_13535,b3734,1,1,0,1,0
CIW80_13540,b3735,1,1,0,1,0
CIW80_13545,b3736,1,1,0,1,0
CIW80_13550,b3737,1,1,0,1,0
CIW80_13555,b3738,1,1,0,1,0
CIW80_13560,b3739,1,1,0,1,0
CIW80_13585,b3744,1,1,0,1,0
CIW80_13600,b3747,1,1,0,1,0
CIW80_13605,b3748,1,1,0,1,0
CIW80_13610,b3749,1,1,0,1,0
CIW80_13615,b3750,1,1,0,1,0
CIW80_13620,b3751,1,1,0,1,0
CIW80_13625,b3752,1,1,0,1,0
CIW80_13715,b3770,0,0,0,0,0
CIW80_13720,b3771,0,0,0,0,0
CIW80_13725,b3772,1,1,0,1,0
CIW80_13735,b3774,0,0,0,0,0
CIW80_13750,b3779,1,1,0,1,0
CIW80_13765,b3781,1,1,0,1,0
CIW80_13780,b3784,1,1,0,1,0
CIW80_13785,b3785,1,1,0,1,0
CIW80_13790,b3786,1,1,0,1,0
CIW80_13795,b3787,1,1,0,1,0
CIW80_13800,b3788,1,1,0,1,0
CIW80_13805,b3789,1,1,0,1,0
CIW80_13810,b3790,1,1,0,1,0
CIW80_13815,b3791,1,1,0,1,0
CIW80_13820,b3792,1,1,0,1,0
CIW80_13825,b4481,1,1,0,1,0
CIW80_13830,b3793,1,1,0,1,0
CIW80_13835,b3794,1,1,0,1,0
CIW80_13885,b3804,0,0,0,0,0
CIW80_13890,b3805,0,0,0,0,0
CIW80_13900,b3806,1,1,0,1,0
CIW80_13925,b3809,0,0,0,0,0
CIW80_13940,b3812,1,1,0,1,0
CIW80_13960,b3816,1,1,0,1,0
CIW80_13985,b3821,1,1,0,1,0
CIW80_13995,b3823,1,1,0,1,0
CIW80_14000,b3824,1,1,0,1,0
CIW80_14005,b3825,1,1,0,1,0
CIW80_14010,b3826,1,1,0,1,0
CIW80_14025,b3829,1,1,0,1,0
CIW80_14115,b3831,1,1,0,1,0
CIW80_14155,b3833,1,1,0,1,0
CIW80_14195,b3843,0,0,0,0,0
CIW80_14200,b3844,1,1,0,1,0
CIW80_14205,b3845,1,1,0,1,0
CIW80_14210,b3846,1,1,0,1,0
CIW80_14225,b3849,1,1,0,1,0
CIW80_14230,b3850,0,0,0,0,0
CIW80_14255,b3856,1,1,0,1,0
CIW80_14260,b3857,1,1,0,1,0
CIW80_14275,b3860,1,1,0,1,0
CIW80_14315,b3867,0,1,-1,0,0
CIW80_14335,b3870,0,0,0,0,0
CIW80_14405,b3885,1,1,0,1,0
CIW80_14475,b3892,1,1,0,1,0
CIW80_14480,b3893,1,1,0,1,0
CIW80_14485,b3894,1,1,0,1,0
CIW80_14515,b3902,1,1,0,1,0
CIW80_14520,b3903,1,1,0,1,0
CIW80_14525,b3904,1,1,0,1,0
CIW80_14540,b3907,1,1,0,1,0
CIW80_14545,b3908,1,1,0,1,0
CIW80_14555,b3909,1,1,0,1,0
CIW80_14580,b3915,1,1,0,1,0
CIW80_14585,b3916,1,1,0,1,0
CIW80_14590,b3917,1,1,0,1,0
CIW80_14595,b3918,1,1,0,1,0
CIW80_14600,b3919,1,1,0,1,0
CIW80_14630,b3924,1,1,0,1,0
CIW80_14635,b3925,1,1,0,1,0
CIW80_14640,b3926,1,1,0,1,0
CIW80_14645,b3927,1,1,0,1,0
CIW80_14660,b3930,1,1,0,1,0
CIW80_14705,b3939,0,0,0,0,0
CIW80_14710,b3940,1,1,0,1,0
CIW80_14740,b3941,0,0,0,0,0
CIW80_14745,b3942,1,1,0,1,0
CIW80_14750,b3943,1,1,0,1,0
CIW80_14760,b3945,1,1,0,1,0
CIW80_14765,b3946,1,1,0,1,0
CIW80_14785,b3951,1,1,0,1,0
CIW80_14790,b3952,1,1,0,1,0
CIW80_14810,b3956,1,1,0,1,0
CIW80_14815,b3957,0,0,0,0,0
CIW80_14820,b3958,0,0,0,0,0
CIW80_14825,b3959,0,0,0,0,0
CIW80_14830,b3960,0,0,0,0,0
CIW80_14855,b3962,1,1,0,1,0
CIW80_14885,b3966,1,1,0,1,0
CIW80_14890,b3967,0,0,0,0,0
CIW80_14915,b3972,0,0,0,0,0
CIW80_14925,b3974,0,0,0,0,0
CIW80_15010,b3990,1,1,0,1,0
CIW80_15015,b3991,1,1,0,1,0
CIW80_15020,b4407,1,1,0,1,0
CIW80_15025,b3992,1,1,0,1,0
CIW80_15030,b3993,1,1,0,1,0
CIW80_15035,b3994,1,1,0,1,0
CIW80_15045,b3996,1,1,0,1,0
CIW80_15050,b3997,0,0,0,0,0
CIW80_15095,b4005,0,0,0,0,0
CIW80_15100,b4006,0,0,0,0,0
CIW80_15145,b4013,0,0,0,0,0
CIW80_15150,b4014,1,1,0,1,0
CIW80_15155,b4015,1,1,0,1,0
CIW80_15170,b4019,1,1,0,1,0
CIW80_15185,b4020,1,1,0,1,0
CIW80_15245,b4024,1,1,0,1,0
CIW80_15260,b4025,1,1,0,1,0
CIW80_15295,b4032,1,1,0,1,0
CIW80_15300,b4033,1,1,0,1,0
CIW80_15305,b4034,1,1,0,1,0
CIW80_15315,b4035,1,1,0,1,0
CIW80_15320,b4036,1,1,0,1,0
CIW80_15335,b4039,1,1,0,1,0
CIW80_15340,b4040,0,0,0,0,0
CIW80_15345,b4041,1,1,0,1,0
CIW80_15350,b4042,1,1,0,1,0
CIW80_15425,b4053,1,1,0,1,0
CIW80_15440,b4054,1,1,0,1,0
CIW80_15490,b4055,1,1,0,1,0
CIW80_15555,b4064,1,1,0,1,0
CIW80_15580,b4067,1,1,0,1,0
CIW80_15590,b4069,1,1,0,1,0
CIW80_15605,b4070,1,1,0,1,0
CIW80_15610,b4071,1,1,0,1,0
CIW80_15615,b4072,1,1,0,1,0
CIW80_15620,b4073,1,1,0,1,0
CIW80_15645,b4077,1,1,0,1,0
CIW80_15680,b4079,1,1,0,1,0
CIW80_15710,b4084,1,1,0,1,0
CIW80_15715,b4085,1,1,0,1,0
CIW80_15720,b4086,1,1,0,1,0
CIW80_15725,b4087,1,1,0,1,0
CIW80_15730,b4088,1,1,0,1,0
CIW80_15745,b4090,1,1,0,1,0
CIW80_15755,b4092,1,1,0,1,0
CIW80_15760,b4093,1,1,0,1,0
CIW80_15765,b4094,1,1,0,1,0
CIW80_15770,b4095,1,1,0,1,0
CIW80_15775,b4096,1,1,0,1,0
CIW80_15785,b4098,1,1,0,1,0
CIW80_15790,b4099,1,1,0,1,0
CIW80_15795,b4100,1,1,0,1,0
CIW80_15800,b4101,1,1,0,1,0
CIW80_15815,b4105,1,1,0,1,0
CIW80_15820,b4106,1,1,0,1,0
CIW80_15850,b4111,1,1,0,1,0
CIW80_15875,b4115,1,1,0,1,0
CIW80_15885,b4117,1,1,0,1,0
CIW80_15900,b4119,1,1,0,1,0
CIW80_15910,b4122,1,1,0,1,0
CIW80_15915,b4123,1,1,0,1,0
CIW80_15955,b4129,1,1,0,1,0
CIW80_15960,b4130,1,1,0,1,0
CIW80_15965,b4131,1,1,0,1,0
CIW80_15970,b4132,1,1,0,1,0
CIW80_16000,b4136,1,1,0,1,0
CIW80_16010,b4138,1,1,0,1,0
CIW80_16015,b4139,1,1,0,1,0
CIW80_16025,b4141,1,1,0,1,0
CIW80_16050,b4146,1,1,0,1,0
CIW80_16085,b4151,1,1,0,1,0
CIW80_16090,b4152,1,1,0,1,0
CIW80_16095,b4153,1,1,0,1,0
CIW80_16100,b4154,1,1,0,1,0
CIW80_16115,b4159,1,1,0,1,0
CIW80_16120,b4160,0,0,0,0,0
CIW80_16125,b4161,1,1,0,1,0
CIW80_16160,b4167,1,1,0,1,0
CIW80_16170,b4169,1,1,0,1,0
CIW80_16190,b4173,1,1,0,1,0
CIW80_16210,b4177,0,0,0,0,0
CIW80_16285,b4192,1,1,0,1,0
CIW80_16290,b4193,1,1,0,1,0
CIW80_16295,b4194,1,1,0,1,0
CIW80_16300,b4195,1,1,0,1,0
CIW80_16305,b4196,1,1,0,1,0
CIW80_16310,b4197,1,1,0,1,0
CIW80_16315,b4198,1,1,0,1,0
CIW80_16415,b4208,1,1,0,1,0
CIW80_16420,b4209,1,1,0,1,0
CIW80_16440,b4213,1,1,0,1,0
CIW80_16445,b4214,1,1,0,1,0
CIW80_16465,b4219,1,1,0,1,0
CIW80_16495,b4226,1,1,0,1,0
CIW80_16500,b4227,1,1,0,1,0
CIW80_16505,b4485,1,1,0,1,0
CIW80_16510,b4230,1,1,0,1,0
CIW80_16515,b4231,1,1,0,1,0
CIW80_16520,b4232,1,1,0,1,0
CIW80_16525,b4233,1,1,0,1,0
CIW80_16545,b4237,1,1,0,1,0
CIW80_16550,b4238,1,1,0,1,0
CIW80_16555,b4239,1,1,0,1,0
CIW80_16560,b4240,1,1,0,1,0
CIW80_16570,b4242,1,1,0,1,0
CIW80_16580,b4244,1,1,0,1,0
CIW80_16585,b4245,0,0,0,0,0
CIW80_16625,b4254,1,1,0,1,0
CIW80_16655,b4260,1,1,0,1,0
CIW80_16660,b4261,0,0,0,0,0
CIW80_16665,b4262,0,0,0,0,0
CIW80_16675,b4269,1,1,0,1,0
CIW80_16760,b4287,1,1,0,1,0
CIW80_16765,b4288,1,1,0,1,0
CIW80_16770,b4289,1,1,0,1,0
CIW80_16775,b4290,1,1,0,1,0
CIW80_16780,b4291,1,1,0,1,0
CIW80_17055,b4297,1,1,0,1,0
CIW80_17060,b4298,1,1,0,1,0
CIW80_17165,b4311,1,1,0,1,0
CIW80_17240,b4321,1,1,0,1,0
CIW80_17250,b4322,1,1,0,1,0
CIW80_17255,b4323,1,1,0,1,0
CIW80_17340,b4337,1,1,0,1,0
CIW80_17400,b4352,1,1,0,1,0
CIW80_17425,b4356,1,1,0,1,0
CIW80_17435,b4358,1,1,0,1,0
CIW80_17480,b4367,1,1,0,1,0
CIW80_17520,b4374,1,1,0,1,0
CIW80_17560,b4381,1,1,0,1,0
CIW80_17565,b4382,1,1,0,1,0
CIW80_17570,b4383,1,1,0,1,0
CIW80_17575,b4384,1,1,0,1,0
CIW80_17585,b4386,1,1,0,1,0
CIW80_17595,b4388,1,1,0,1,0
CIW80_17605,b4390,1,1,0,1,0
CIW80_17620,b4392,1,1,0,1,0
CIW80_17630,b4394,1,1,0,1,0
CIW80_17685,b0002,1,1,0,1,0
CIW80_17690,b0003,0,0,0,0,0
CIW80_17695,b0004,0,0,0,0,0
CIW80_17710,b0007,1,1,0,1,0
CIW80_17715,b0008,1,1,0,1,0
CIW80_17720,b0009,1,1,0,1,0
CIW80_17725,b0010,1,1,0,1,0
CIW80_17775,b0019,1,1,0,1,0
CIW80_17795,b0025,0,0,0,0,0
CIW80_17815,b0029,0,0,0,0,0
CIW80_17820,b0030,1,1,0,1,0
CIW80_17830,b0031,0,0,0,0,0
CIW80_17840,b0032,1,1,0,1,0
CIW80_17845,b0033,1,1,0,1,0
CIW80_17865,b0036,1,1,0,1,0
CIW80_17870,b0037,1,1,0,1,0
CIW80_17875,b0038,1,1,0,1,0
CIW80_17885,b0040,1,1,0,1,0
CIW80_17915,b0046,1,1,0,1,0
CIW80_17920,b0047,1,1,0,1,0
CIW80_17925,b0048,1,1,0,1,0
CIW80_17940,b0049,1,1,0,1,0
CIW80_17955,b0052,1,1,0,1,0
CIW80_17965,b0054,0,0,0,0,0
CIW80_17990,b0061,1,1,0,1,0
CIW80_17995,b0062,1,1,0,1,0
CIW80_18000,b0063,1,1,0,1,0
CIW80_18035,b0066,1,1,0,1,0
CIW80_18040,b0067,1,1,0,1,0
CIW80_18045,b0068,1,1,0,1,0
CIW80_18060,b0071,0,0,0,0,0
CIW80_18065,b0072,0,0,0,0,0
CIW80_18070,b0073,0,0,0,1,-1
CIW80_18075,b0074,0,0,0,0,0
CIW80_18090,b0077,1,1,0,1,0
CIW80_18095,b0078,1,1,0,1,0
CIW80_18130,b0084,0,0,0,0,0
CIW80_18135,b0085,0,0,0,0,0
CIW80_18140,b0086,0,0,0,0,0
CIW80_18145,b0087,0,0,0,0,0
CIW80_18150,b0088,0,0,0,0,0
CIW80_18155,b0089,0,0,0,0,0
CIW80_18160,b0090,0,0,0,0,0
CIW80_18165,b0091,0,0,0,0,0
CIW80_18170,b0092,1,1,0,1,0
CIW80_18190,b0096,0,0,0,0,0
CIW80_18205,b0099,1,1,0,1,0
CIW80_18230,b0103,0,0,0,0,0
CIW80_18235,b0104,1,1,0,1,0
CIW80_18260,b0109,1,1,0,1,0
CIW80_18265,b0110,1,1,0,1,0
CIW80_18275,b0112,1,1,0,1,0
CIW80_18320,b0114,1,1,0,1,0
CIW80_18325,b0115,1,1,0,1,0
CIW80_18330,b0116,1,1,0,1,0
CIW80_18345,b0118,1,1,0,1,0
CIW80_18355,b0120,1,1,0,1,0
CIW80_18360,b0121,1,1,0,1,0
CIW80_18370,b0123,1,1,0,1,0
CIW80_18375,b0124,1,1,0,1,0
CIW80_18380,b0125,1,1,0,1,0
CIW80_18385,b0126,0,0,0,1,-1
CIW80_18410,b0131,1,1,0,1,0
CIW80_18430,b0133,1,1,0,1,0
CIW80_18435,b0134,1,1,0,1,0
CIW80_18475,b0142,0,0,0,0,0
CIW80_18510,b0149,1,1,0,1,0
CIW80_18515,b0150,1,1,0,1,0
CIW80_18520,b0151,1,1,0,1,0
CIW80_18525,b0152,1,1,0,1,0
CIW80_18530,b0153,1,1,0,1,0
CIW80_18535,b0154,0,0,0,0,0
CIW80_18540,b0155,1,1,0,1,0
CIW80_18555,b0158,1,1,0,1,0
CIW80_18560,b0159,0,0,0,0,0
CIW80_18565,b0160,1,1,0,1,0
CIW80_18590,b0166,0,0,0,0,0
CIW80_18620,b0171,1,1,0,1,0
CIW80_18630,b0173,0,0,0,0,0
CIW80_18635,b0174,0,0,0,0,0
CIW80_18640,b0175,0,0,0,0,0
CIW80_18660,b0179,0,0,0,0,0
CIW80_18665,b0180,1,1,0,1,0
CIW80_18670,b0181,0,0,0,0,0
CIW80_18675,b0182,0,0,0,0,0
CIW80_18690,b0185,0,0,0,0,0
CIW80_18695,b0186,1,1,0,1,0
CIW80_18765,b0197,1,1,0,1,0
CIW80_18770,b0198,1,1,0,1,0
CIW80_18775,b0199,1,1,0,1,0
CIW80_18780,b0200,1,1,0,1,0
CIW80_18815,b0207,1,1,0,1,0
CIW80_18835,b0211,1,1,0,1,0
CIW80_18840,b0212,1,1,0,1,0
CIW80_19405,b0221,1,1,0,1,0
CIW80_19410,b0222,1,1,0,1,0
CIW80_19460,b0237,1,1,0,1,0
CIW80_19465,b0238,1,1,0,1,0
CIW80_19480,b0241,1,1,0,1,0
CIW80_19485,b0242,0,0,0,0,0
CIW80_19490,b0243,0,0,0,0,0
CIW80_19675,b0306,1,1,0,1,0
CIW80_19680,b0307,1,1,0,1,0
CIW80_19685,b0308,1,1,0,1,0
CIW80_19740,b0311,1,1,0,1,0
CIW80_19745,b0312,1,1,0,1,0
CIW80_19760,b0314,1,1,0,1,0
CIW80_19770,b0315,1,1,0,1,0
CIW80_19820,b0325,1,1,0,1,0
CIW80_19845,b0331,1,1,0,1,0
CIW80_19850,b0333,1,1,0,1,0
CIW80_19855,b0334,1,1,0,1,0
CIW80_19860,b0335,1,1,0,1,0
CIW80_19865,b0336,1,1,0,1,0
CIW80_19870,b0337,1,1,0,1,0
CIW80_19880,b0343,1,1,0,1,0
CIW80_19885,b0344,1,1,0,1,0
CIW80_19910,b0355,1,1,0,1,0
CIW80_19915,b0356,1,1,0,1,0
CIW80_19950,b0365,1,1,0,1,0
CIW80_19955,b0366,1,1,0,1,0
CIW80_19960,b0367,1,1,0,1,0
CIW80_19965,b0368,1,1,0,1,0
CIW80_19970,b0369,0,0,0,0,0
CIW80_19985,b0376,1,1,0,1,0
CIW80_20015,b0381,1,1,0,1,0
CIW80_20025,b0383,1,1,0,1,0
CIW80_20040,b0386,0,0,0,0,0
CIW80_20050,b0388,1,1,0,1,0
CIW80_20090,b0394,1,1,0,1,0
CIW80_20120,b0401,1,1,0,1,0
CIW80_20125,b0402,1,1,0,1,0
CIW80_20130,b0403,1,1,0,1,0
CIW80_20135,b0404,1,1,0,1,0
CIW80_20170,b0411,1,1,0,1,0
CIW80_20185,b0414,0,0,0,0,0
CIW80_20190,b0415,0,0,0,0,0
CIW80_20200,b0417,0,0,0,0,0
CIW80_20205,b0418,1,1,0,1,0
CIW80_20215,b0420,0,0,0,0,0
CIW80_20220,b0421,0,0,0,0,0
CIW80_20230,b0423,1,1,0,1,0
CIW80_20240,b0425,1,1,0,1,0
CIW80_20255,b0428,1,1,0,1,0
CIW80_20260,b0429,1,1,0,1,0
CIW80_20265,b0430,1,1,0,1,0
CIW80_20270,b0431,1,1,0,1,0
CIW80_20275,b0432,1,1,0,1,0
CIW80_20280,b0433,1,1,0,1,0
CIW80_20345,b0444,1,1,0,1,0
CIW80_20355,b0446,1,1,0,1,0
CIW80_20380,b0451,1,1,0,1,0
CIW80_20385,b0452,1,1,0,1,0
CIW80_20420,b0459,1,1,0,1,0
CIW80_20435,b0462,1,1,0,1,0
CIW80_20440,b0463,1,1,0,1,0
CIW80_20455,b0465,1,1,0,1,0
CIW80_20480,b0469,1,1,0,1,0
CIW80_20510,b0474,1,1,0,1,0
CIW80_20515,b0475,1,1,0,1,0
CIW80_20525,b0477,1,1,0,1,0
CIW80_20545,b0480,1,1,0,1,0
CIW80_20575,b0484,1,1,0,1,0
CIW80_20580,b0485,1,1,0,1,0
CIW80_20625,b0493,1,1,0,1,0
CIW80_20630,b0494,1,1,0,1,0
CIW80_20655,b0505,1,1,0,1,0
CIW80_20665,b0507,1,1,0,1,0
CIW80_20670,b0508,1,1,0,1,0
CIW80_20675,b0509,1,1,0,1,0
CIW80_20680,b0511,1,1,0,1,0
CIW80_20685,b0512,1,1,0,1,0
CIW80_20695,b0514,1,1,0,1,0
CIW80_20700,b0515,1,1,0,1,0
CIW80_20705,b0516,1,1,0,1,0
CIW80_20710,b0517,1,1,0,1,0
CIW80_20730,b0521,1,1,0,1,0
CIW80_20735,b0522,0,0,0,0,0
CIW80_20740,b0523,0,0,0,0,0
CIW80_20755,b0524,0,0,0,0,0
CIW80_20780,b0529,1,1,0,1,0
CIW80_20850,b0572,1,1,0,1,0
CIW80_20855,b0573,1,1,0,1,0
CIW80_20860,b0574,1,1,0,1,0
CIW80_20865,b0575,1,1,0,1,0
CIW80_20870,b0576,1,1,0,1,0
CIW80_20875,b0577,1,1,0,1,0
CIW80_20880,b0578,1,1,0,1,0
CIW80_20915,b0583,1,1,0,1,0
CIW80_20920,b0584,1,1,0,1,0
CIW80_20925,b0585,1,1,0,1,0
CIW80_20935,b0586,1,1,0,1,0
CIW80_20950,b0588,1,1,0,1,0
CIW80_20955,b0589,1,1,0,1,0
CIW80_20960,b0590,1,1,0,1,0
CIW80_20965,b0591,1,1,0,1,0
CIW80_20970,b0592,1,1,0,1,0
CIW80_20975,b0593,1,1,0,1,0
CIW80_20980,b0594,1,1,0,1,0
CIW80_20985,b0595,1,1,0,1,0
CIW80_20990,b0596,1,1,0,1,0
CIW80_20995,b0597,1,1,0,1,0
CIW80_21035,b0604,1,1,0,1,0
CIW80_21040,b0605,1,1,0,1,0
CIW80_21045,b0606,1,1,0,1,0
CIW80_21070,b0612,1,1,0,1,0
CIW80_21075,b0613,1,1,0,1,0
CIW80_21080,b0614,1,1,0,1,0
CIW80_21085,b0615,1,1,0,1,0
CIW80_21090,b0616,1,1,0,1,0
CIW80_21095,b0617,1,1,0,1,0
CIW80_21115,b0621,1,1,0,1,0
CIW80_21125,b0622,1,1,0,1,0
CIW80_21135,b0624,1,1,0,1,0
CIW80_21150,b0628,1,1,0,1,0
CIW80_21170,b0630,1,1,0,1,0
CIW80_21180,b0632,1,1,0,1,0
CIW80_21195,b0635,0,0,0,0,0
CIW80_21210,b0638,1,1,0,1,0
CIW80_21215,b0639,0,0,0,0,0
CIW80_21225,b0641,0,0,0,0,0
CIW80_21240,b0651,1,1,0,1,0
CIW80_21245,b0652,1,1,0,1,0
CIW80_21250,b0653,1,1,0,1,0
CIW80_21255,b0654,1,1,0,1,0
CIW80_21260,b0655,1,1,0,1,0
CIW80_21275,b0657,1,1,0,1,0
CIW80_21300,b0662,1,1,0,1,0
CIW80_21345,b0674,1,1,0,1,0
CIW80_21350,b0675,1,1,0,1,0
CIW80_21360,b0677,1,1,0,1,0
CIW80_21365,b0678,1,1,0,1,0
CIW80_21370,b0679,1,1,0,1,0
CIW80_21425,b0681,1,1,0,1,0
CIW80_21445,b0684,1,1,0,1,0
CIW80_21465,b0688,1,1,0,1,0
CIW80_21470,b0692,1,1,0,1,0
CIW80_21475,b0693,1,1,0,1,0
CIW80_21495,b0696,1,1,0,1,0
CIW80_21500,b0697,1,1,0,1,0
CIW80_21505,b0698,1,1,0,1,0
CIW80_21530,b0709,1,1,0,1,0
CIW80_21570,b0720,0,0,0,0,0
CIW80_21585,b0721,1,1,0,1,0
CIW80_21590,b0722,1,1,0,1,0
CIW80_21595,b0723,1,1,0,1,0
CIW80_21600,b0724,1,1,0,1,0
CIW80_21605,b0726,1,1,0,1,0
CIW80_21610,b0727,1,1,0,1,0
CIW80_21615,b0728,1,1,0,1,0
CIW80_21620,b0729,1,1,0,1,0
CIW80_21635,b0733,1,1,0,1,0
CIW80_21640,b0734,1,1,0,1,0
CIW80_21645,b4515,1,1,0,1,0
CIW80_21725,b0750,1,1,0,1,0
CIW80_21730,b0751,1,1,0,1,0
CIW80_21735,b0752,1,1,0,1,0
CIW80_21750,b0754,1,1,0,1,0
CIW80_21755,b0755,1,1,0,1,0
CIW80_21760,b0756,1,1,0,1,0
CIW80_21765,b0757,1,1,0,1,0
CIW80_21770,b0758,1,1,0,1,0
CIW80_21775,b0759,1,1,0,1,0
CIW80_21805,b0763,1,1,0,1,0
CIW80_21810,b0764,1,1,0,1,0
CIW80_21815,b0765,1,1,0,1,0
CIW80_21820,b0766,1,1,0,1,0
CIW80_21825,b0767,1,1,0,1,0
CIW80_21865,b0774,1,1,0,1,0
CIW80_21870,b0775,1,1,0,1,0
CIW80_21875,b0776,1,1,0,1,0
CIW80_21880,b0777,1,1,0,1,0
CIW80_21885,b0778,1,1,0,1,0
CIW80_21900,b0781,1,1,0,1,0
CIW80_21910,b0783,1,1,0,1,0
CIW80_21915,b0784,1,1,0,1,0
CIW80_21920,b0785,1,1,0,1,0
CIW80_21940,b0789,1,1,0,1,0
CIW80_22020,b0805,1,1,0,1,0
CIW80_22035,b0808,1,1,0,1,0
CIW80_22040,b0809,1,1,0,1,0
CIW80_22045,b0810,1,1,0,1,0
CIW80_22050,b0811,1,1,0,1,0
CIW80_22070,b0813,1,1,0,1,0
CIW80_22105,b0819,1,1,0,1,0
CIW80_22115,b0822,1,1,0,1,0
CIW80_22130,b0825,1,1,0,1,0
CIW80_22135,b0826,1,1,0,1,0
CIW80_22140,b0827,1,1,0,1,0
CIW80_22145,b0828,1,1,0,1,0
CIW80_22150,b0829,1,1,0,1,0
CIW80_22155,b0830,1,1,0,1,0
CIW80_22160,b0831,1,1,0,1,0
CIW80_22165,b0832,1,1,0,1,0
CIW80_22190,b0837,1,1,0,1,0
CIW80_22200,b0839,1,1,0,1,0
CIW80_22210,b0841,1,1,0,1,0
CIW80_22215,b0842,1,1,0,1,0
CIW80_22225,b0844,1,1,0,1,0
CIW80_22250,b0849,1,1,0,1,0
CIW80_22280,b0854,1,1,0,1,0
CIW80_22285,b0855,1,1,0,1,0
CIW80_22290,b0856,1,1,0,1,0
CIW80_22295,b0857,1,1,0,1,0
CIW80_22310,b0860,1,1,0,1,0
CIW80_22315,b0861,1,1,0,1,0
CIW80_22320,b0862,1,1,0,1,0
CIW80_22325,b0863,1,1,0,1,0
CIW80_22330,b0864,1,1,0,1,0
CIW80_22345,b0867,1,1,0,1,0
CIW80_22360,b0870,1,1,0,1,0
CIW80_22365,b0871,1,1,0,1,0
CIW80_22380,b0874,1,1,0,1,0
CIW80_22390,b0875,1,1,0,1,0
CIW80_22455,b0886,1,1,0,1,0
CIW80_22460,b0887,1,1,0,1,0
CIW80_22465,b0888,1,1,0,1,0
CIW80_22500,b0894,1,1,0,1,0
CIW80_22505,b0895,1,1,0,1,0
CIW80_22510,b0896,1,1,0,1,0
CIW80_22525,b0902,1,1,0,1,0
CIW80_22530,b0903,1,1,0,1,0
CIW80_22535,b0904,1,1,0,1,0
CIW80_22540,b0905,1,1,0,1,0
CIW80_22550,b0907,1,1,0,1,0
CIW80_22555,b0908,0,0,0,0,0
CIW80_22565,b0910,1,1,0,1,0
CIW80_22585,b0914,0,0,0,0,0
CIW80_22590,b0915,0,0,0,0,0
CIW80_22605,b0918,0,0,0,0,0
CIW80_22640,b0925,1,1,0,1,0
CIW80_22655,b0928,1,1,0,1,0
CIW80_22660,b0929,1,1,0,1,0
CIW80_22670,b0931,1,1,0,1,0
CIW80_22675,b0932,1,1,0,1,0
