,0
34332,EcolC_4028
34333,EcolC_0950
34334,EcolC_1200
34335,EcolC_1178
34336,EcolC_2168
34337,EcolC_2584
34338,EcolC_3545
34339,EcolC_1120
34340,EcolC_1179
34341,EcolC_1618
34342,EcolC_3544
34343,EcolC_1991
34344,EcolC_2589
34345,EcolC_3603
34346,EcolC_3105
34347,EcolC_3465
34348,EcolC_3098
34349,EcolC_2419
34350,EcolC_3754
34351,EcolC_2688
34352,EcolC_1024
34353,EcolC_1025
34354,EcolC_3850
34355,EcolC_0142
34356,EcolC_3668
34357,EcolC_3816
34358,EcolC_1092
34359,EcolC_0826
34360,EcolC_1355
34361,EcolC_0149
34362,yiaM
34363,EcolC_1219
34364,EcolC_0077
34365,EcolC_0136
34366,EcolC_2964
34367,EcolC_0135
34368,EcolC_0147
34369,EcolC_0146
34370,EcolC_0627
34371,EcolC_0148
34372,EcolC_3998
34373,EcolC_2740
34374,EcolC_1773
34375,EcolC_2739
34376,EcolC_1775
34377,EcolC_1774
34378,EcolC_2741
34379,EcolC_3703
34380,EcolC_3707
34381,EcolC_2477
34382,EcolC_1404
34383,EcolC_2219
34384,EcolC_2217
34385,EcolC_3708
34386,EcolC_2479
34387,EcolC_1307
34388,EcolC_2478
34389,EcolC_2742
34390,EcolC_3704
34391,EcolC_2216
34392,EcolC_3702
34393,EcolC_2480
34394,EcolC_3711
34395,EcolC_2218
34396,EcolC_3710
34397,EcolC_1896
34398,EcolC_2329
34399,EcolC_1895
34400,EcolC_1894
34401,EcolC_1993
34402,EcolC_3706
34403,EcolC_3705
34404,EcolC_4182
34405,EcolC_1778
34406,EcolC_1306
34407,EcolC_1955
34408,EcolC_1087
34409,EcolC_4177
34410,xapA
34411,EcolC_2583
34412,EcolC_0488
34413,EcolC_2588
34414,EcolC_0487
34415,EcolC_2144
34416,EcolC_0668
34417,EcolC_2143
34418,EcolC_0557
34419,EcolC_1939
34420,EcolC_2259
34421,EcolC_0558
34422,EcolC_2912
34423,EcolC_0559
34424,EcolC_0564
34425,EcolC_3932
34426,EcolC_1967
34427,EcolC_0560
34428,EcolC_3218
34429,EcolC_0086
34430,EcolC_4242
34431,EcolC_0085
34432,EcolC_0083
34433,EcolC_3594
34434,EcolC_0084
34435,EcolC_3596
34436,EcolC_3601
34437,EcolC_3815
34438,EcolC_3004
34439,EcolC_0131
34440,EcolC_0563
34441,EcolC_0566
34442,EcolC_1020
34443,EcolC_0565
34444,EcolC_4245
34445,EcolC_0567
34446,EcolC_4243
34447,gne
34448,EcolC_4244
34449,EcolC_4246
34450,ntpd
34451,EcolC_4113
34452,EcolC_4115
34453,rfaI
34454,EcolC_1416
34455,rfaY
34456,EcolC_1417
34457,EcolC_3804
34458,EcolC_1031
34459,EcolC_1650
34460,EcolC_1030
34461,EcolC_3377
34462,EcolC_3773
34463,EcolC_1599
34464,EcolC_3774
34465,EcolC_3183
34466,EcolC_3803
34467,EcolC_0327
34468,EcolC_0796
34469,EcolC_3007
34470,EcolC_1948
34471,EcolC_1951
34472,EcolC_1950
34473,EcolC_1949
34474,EcolC_1952
34475,EcolC_1947
34476,EcolC_3398
34477,EcolC_1887
34478,EcolC_0961
34479,EcolC_0960
34480,EcolC_1007
34481,EcolC_1009
34482,EcolC_1010
34483,EcolC_1008
34484,EcolC_1205
34485,EcolC_0122
34486,EcolC_1868
34487,EcolC_1384
34488,EcolC_3058
34489,EcolC_0101
34490,EcolC_1303
34491,EcolC_1819
34492,EcolC_0586
34493,EcolC_2703
34494,EcolC_0916
34495,EcolC_0582
34496,EcolC_0611
34497,EcolC_3270
34498,EcolC_1494
34499,EcolC_1888
34500,EcolC_1886
34501,EcolC_1385
34502,EcolC_0344
34503,EcolC_0432
34504,EcolC_0323
34505,EcolC_3244
34506,EcolC_4076
34507,EcolC_1662
34508,EcolC_2420
34509,EcolC_2046
34510,EcolC_2031
34511,EcolC_2030
34512,EcolC_1973
34513,EcolC_4109
34514,EcolC_1983
34515,EcolC_2133
34516,EcolC_1045
34517,EcolC_1388
34518,EcolC_1387
34519,EcolC_2932
34520,EcolC_2934
34521,EcolC_2931
34522,EcolC_2933
34523,EcolC_2928
34524,EcolC_2927
34525,EcolC_2137
34526,EcolC_3647
34527,EcolC_1213
34528,EcolC_0638
34529,EcolC_0637
34530,EcolC_0636
34531,EcolC_3260
34532,ECP_3943
34533,ECP_0941
34534,ECP_0079
34535,ECP_1454
34536,ECP_0080
34537,ECP_0940
34538,ECP_0139
34539,ECP_2258
34540,ECP_3877
34541,ECP_4494
34542,ECP_2335
34543,ECP_1402
34544,ECP_4495
34545,ECP_4242
34546,ECP_0002
34547,ECP_0270
34548,ECP_4149
34549,ECP_3208
34550,ECP_2576
34551,ECP_4252
34552,ECP_4251
34553,ECP_4383
34554,ECP_4253
34555,ECP_0939
34556,ECP_4250
34557,ECP_4254
34558,ECP_1793
34559,ECP_1810
34560,ECP_2450
34561,ECP_4467
34562,ECP_0678
34563,ECP_3986
34564,ECP_0675
34565,ECP_1762
34566,ECP_0677
34567,ECP_2848
34568,ECP_0676
34569,ECP_1760
34570,ECP_3628
34571,ECP_1761
34572,ECP_2451
34573,ECP_2849
34574,ECP_4382
34575,ECP_3307
34576,ECP_4365
34577,ECP_3656
34578,ECP_4310
34579,ECP_1056
34580,ECP_0507
34581,ECP_4644
34582,ECP_3592
34583,ECP_1129
34584,ECP_1693
34585,ECP_1008
34586,ECP_3308
34587,ECP_1523
34588,ECP_0188
34589,ECP_0251
34590,ECP_2062
34591,ECP_0959
34592,ECP_3934
34593,ECP_1083
34594,ECP_3932
34595,ECP_3936
34596,ECP_4170
34597,ECP_3685
34598,ECP_3938
34599,ECP_1085
34600,ECP_3930
34601,ECP_4511
34602,ECP_3935
34603,ECP_3937
34604,ECP_3288
34605,ECP_2362
34606,ECP_1087
34607,ECP_3931
34608,ECP_3933
34609,ECP_0387
34610,ECP_3287
34611,ECP_4510
34612,ECP_3289
34613,ECP_0840
34614,mppA
34615,ECP_4066
34616,ECP_1503
34617,ECP_4067
34618,ECP_1292
34619,ECP_4468
34620,ECP_1291
34621,ECP_0789
34622,ECP_1294
34623,ECP_1329
34624,ECP_0948
34625,ECP_0125
34626,ECP_1293
34627,ECP_0945
34628,ECP_1694
34629,ECP_0429
34630,ECP_0004
34631,tauA
34632,ECP_1235
34633,ECP_1290
34634,ECP_3450
34635,ECP_1082
34636,ECP_0946
34637,ECP_4515
34638,ECP_4514
34639,ECP_0430
34640,ECP_2565
34641,ECP_1265
34642,ECP_0169
34643,ECP_4376
34644,ECP_3285
34645,ECP_3570
34646,ECP_1678
34647,ECP_2580
34648,ECP_2668
34649,ECP_4156
34650,ECP_1086
34651,ECP_1519
34652,ECP_3283
34653,ECP_1319
34654,ECP_4299
34655,ECP_3984
34656,ECP_0399
34657,ECP_1861
34658,ECP_1567
34659,ECP_2868
34660,ECP_1088
34661,ECP_0581
34662,ECP_3451
34663,ECP_3675
34664,ECP_0031
34665,ECP_2895
34666,ECP_1755
34667,ECP_0032
34668,ECP_0505
34669,ECP_3871
34670,ECP_2625
34671,ECP_3562
34672,ECP_3870
34673,ECP_0763
34674,ECP_3752
34675,ECP_1446
34676,ECP_2626
34677,ECP_4124
34678,atoD
34679,ECP_3134
34680,ECP_0535
34681,ECP_4127
34682,ECP_0127
34683,ECP_3999
34684,ECP_0028
34685,ECP_2266
34686,ECP_4058
34687,ECP_2380
34688,ECP_2268
34689,ECP_2267
34690,ECP_1287
34691,ECP_2958
34692,ECP_2776
34693,ECP_2418
34694,ECP_2429
34695,s0001
34696,ECP_1465
34697,ECP_1256
34698,ECP_1991
34699,ECP_0470
34700,ECP_1608
34701,ECP_1990
34702,ECP_3341
34703,ECP_2168
34704,ECP_0193
34705,ECP_2170
34706,ECP_1659
34707,ECP_2169
34708,ECP_2167
34709,ECP_1657
34710,ECP_2355
34711,ECP_3340
34712,ECP_0390
34713,ECP_0168
34714,ECP_0386
34715,ECP_3089
34716,ECP_4301
34717,ECP_1300
34718,ECP_2601
34719,ECP_3090
34720,ECP_1113
34721,ECP_2600
34722,ECP_3975
34723,ECP_4183
34724,ECP_2368
34725,ECP_3126
34726,ECP_2441
34727,ECP_4256
34728,ECP_2440
34729,ECP_0647
34730,ECP_1093
34731,ECP_3483
34732,ECP_0648
34733,ECP_0530
34734,ECP_2439
34735,ECP_0646
34736,ECP_0645
34737,ECP_0691
34738,ECP_0643
34739,ECP_2732
34740,ECP_0803
34741,ECP_4172
34742,ECP_1296
34743,ECP_1126
34744,ECP_0165
34745,ECP_2830
34746,ECP_1536
34747,ECP_3878
34748,ECP_4422
34749,ECP_3127
34750,ECP_2482
34751,ECP_0689
34752,ECP_0524
34753,ECP_0110
34754,ECP_4010
34755,ECP_2829
34756,ECP_2215
34757,ECP_4414
34758,ECP_1818
34759,ECP_0925
34760,ECP_1094
34761,ECP_2456
34762,torZ
34763,ECP_2739
34764,ECP_0101
34765,ECP_1809
34766,ECP_3679
34767,ECP_1099
34768,ECP_0493
34769,ECP_3719
34770,ECP_0797
34771,ECP_2931
34772,ECP_0104
34773,ECP_0795
34774,ECP_3967
34775,ECP_3107
34776,ECP_2457
34777,ECP_4171
34778,ECP_0606
34779,ECP_0605
34780,ECP_0603
34781,ECP_0604
34782,ECP_4219
34783,ECP_0485
34784,ECP_4765
34785,ECP_4070
34786,ECP_0582
34787,ECP_4077
34788,ECP_0583
34789,ECP_0738
34790,ECP_1228
34791,ECP_2886
34792,ECP_4380
34793,ECP_0038
34794,ECP_2584
34795,ECP_3973
34796,ECP_0737
34797,ECP_0123
34798,ECP_0037
34799,ECP_2589
34800,ECP_0637
34801,ECP_0036
34802,ECP_1556
34803,ECP_2644
34804,ECP_1090
34805,ECP_3643
34806,ECP_3646
34807,ECP_3642
34808,ECP_2645
34809,ECP_3644
34810,ECP_2643
34811,ECP_3641
34812,ECP_2186
34813,ECP_4354
34814,ECP_2185
34815,ECP_0040
34816,ECP_1285
34817,ECP_0094
34818,ECP_0731
34819,ECP_0412
34820,ECP_0440
34821,ECP_4768
34822,ECP_0411
34823,ECP_4766
34824,ECP_4059
34825,ECP_1378
34826,ECP_2761
34827,ECP_4270
34828,ECP_2294
34829,ECP_0130
34830,ECP_3738
34831,ECP_1233
34832,ECP_0549
34833,ECP_0885
34834,ECP_0181
34835,ECP_3510
34836,ECP_1360
34837,ECP_0479
34838,ECP_2552
34839,ECP_2329
34840,ECP_3091
34841,ECP_3908
34842,ECP_2405
34843,ECP_3667
34844,ECP_2438
34845,ECP_2444
34846,ECP_2916
34847,ECP_2657
34848,ECP_2793
34849,ECP_1727
34850,ECP_1566
34851,ECP_3548
34852,ECP_0587
34853,ECP_3553
34854,ECP_1342
34855,ECP_0901
34856,ECP_3976
34857,ECP_3985
34858,ECP_3983
34859,ECP_3547
34860,ECP_3549
34861,ECP_3550
34862,ECP_0900
34863,ECP_2379
34864,ECP_0983
34865,ECP_1794
34866,ECP_4462
34867,ECP_0984
34868,ECP_0008
34869,ECP_1795
34870,ECP_0744
34871,ECP_1047
34872,ECP_0421
34873,ECP_0743
34874,ECP_0492
34875,ECP_0490
34876,ECP_1480
34877,ECP_1799
34878,ECP_0489
34879,ECP_0491
34880,ECP_2182
34881,ECP_2404
34882,ECP_0674
34883,ECP_2202
34884,aldB
34885,ECP_2760
34886,ECP_2106
34887,ECP_0921
34888,ECP_0614
34889,ECP_4326
34890,ECP_4333
34891,ECP_3052
34892,ECP_0576
34893,ECP_0616
34894,ECP_1232
34895,ECP_0572
34896,ECP_4260
34897,ECP_0571
34898,ECP_4327
34899,ECP_2462
34900,ECP_2461
34901,ECP_2865
34902,ECP_4160
34903,ECP_2851
34904,alsC
34905,ECP_4003
34906,ECP_4330
34907,ECP_0838
34908,ECP_0183
34909,ECP_4331
34910,ECP_3136
34911,ECP_0680
34912,ECP_0792
34913,ECP_1680
34914,ECP_1624
34915,ECP_2105
34916,ECP_1729
34917,ECP_2382
34918,ECP_3086
34919,ECP_3895
34920,ECP_3095
34921,ECP_4119
34922,ECP_3626
34923,ECP_0213
34924,ECP_4159
34925,ECP_0765
34926,ECP_1652
34927,ECP_3182
34928,ECP_2602
34929,ECP_3894
34930,ECP_3502
34931,ECP_3746
34932,ECP_3306
34933,ECP_3305
34934,ECP_3964
34935,ECP_0788
34936,ECP_1248
34937,ECP_1246
34938,ECP_4048
34939,ECP_1247
34940,ECP_0628
34941,ECP_4207
34942,ECP_0835
34943,ECP_0626
34944,ECP_3872
34945,ECP_1955
34946,ECP_0029
34947,ECP_2492
34948,ECP_2528
34949,ECP_0944
34950,ECP_0463
34951,ECP_1550
34952,ECP_0266
34953,ECP_4509
34954,ECP_0048
34955,ECP_0513
34956,ECP_2354
34957,ECP_1648
34958,ECP_1586
34959,ECP_4139
34960,ECP_1748
34961,ECP_2306
34962,ECP_4057
34963,ECP_1311
34964,ECP_1312
34965,ECP_0790
34966,ECP_0747
34967,ECP_2737
34968,ECP_3148
34969,ECP_2738
34970,ECP_2914
34971,ECP_0051
34972,ECP_0950
34973,ECP_2883
34974,ECP_1054
34975,ECP_0128
34976,ECP_2135
34977,ECP_3264
34978,ECP_1721
34979,ECP_3149
34980,ECP_0609
34981,ECP_0974
34982,ECP_4134
34983,ECP_2342
34984,ECP_0473
34985,ECP_3475
34986,ECP_0063
34987,ECP_4481
34988,ECP_1640
34989,ECP_2924
34990,ECP_0161
34991,ECP_0480
34992,ECP_0163
34993,ECP_0027
34994,ECP_0162
34995,ECP_2785
34996,ECP_2786
34997,ECP_2275
34998,ECP_2716
34999,ECP_2783
35000,ECP_0536
35001,ECP_3921
35002,ECP_2676
35003,ECP_0909
35004,ECP_1842
35005,ECP_1841
35006,ECP_1475
35007,ECP_1476
35008,ECP_0908
35009,ECP_0910
35010,ECP_1840
35011,ECP_0271
35012,ECP_2854
35013,ECP_4104
35014,ECP_4105
35015,ECP_1477
35016,ECP_0947
35017,ECP_1488
35018,ECP_1511
35019,ECP_2653
35020,ECP_3495
35021,ECP_1489
35022,ECP_2417
35023,ECP_4358
35024,ECP_1707
35025,ECP_4360
35026,ECP_0622
35027,ECP_0624
35028,ECP_1508
35029,ECP_0621
35030,ECP_0620
35031,ECP_2933
35032,ECP_1549
35033,ECP_0550
35034,ECP_4173
35035,ECP_2351
35036,ECP_0819
35037,ECP_4184
35038,ECP_3259
35039,ECP_1258
35040,ECP_1822
35041,ECP_2195
35042,ECP_2422
35043,ECP_0160
35044,ECP_3751
35045,ECP_0615
35046,ECP_2347
35047,ECP_0568
35048,ECP_0878
35049,ECP_0623
35050,ECP_4136
35051,ECP_4698
35052,ECP_3718
35053,ECP_4463
35054,artJ
35055,ECP_2282
35056,ECP_2346
35057,ECP_0879
35058,ECP_0574
35059,ECP_0877
35060,ECP_2687
35061,ECP_3214
35062,ECP_2685
35063,ECP_2345
35064,ECP_2349
35065,ECP_0876
35066,ECP_2898
35067,ECP_2912
35068,ECP_2683
35069,ECP_2896
35070,ECP_2682
35071,ECP_2897
35072,ECP_2684
35073,ECP_1025
35074,ECP_2686
35075,ECP_3527
35076,ECP_3055
35077,ECP_4437
35078,fdhF
35079,ECP_3056
35080,ECP_3057
35081,ECP_0705
35082,ECP_4440
35083,ECP_4438
35084,ECP_4135
35085,ECP_4439
35086,ECP_4133
35087,ECP_0218
35088,ECP_2888
35089,ECP_3662
35090,ECP_3375
35091,ECP_1715
35092,ECP_3661
35093,ECP_0841
35094,ECP_2093
35095,ECP_0023
35096,ECP_3141
35097,ECP_0949
35098,ECP_2951
35099,ECP_0210
35100,ECP_0686
35101,ECP_2904
35102,ECP_0105
35103,ECP_2509
35104,ECP_2399
35105,ECP_2072
35106,ECP_0915
35107,ECP_3532
35108,ECP_4399
35109,idnK
35110,ECP_4400
35111,ECP_3542
35112,ECP_4397
35113,ECP_2281
35114,ECP_4398
35115,ECP_1599
35116,ECP_2208
35117,ECP_0665
35118,ECP_3711
35119,ECP_2207
35120,ECP_0863
35121,ECP_2209
35122,ECP_0853
35123,ECP_0538
35124,ECP_3073
35125,ECP_3269
35126,ECP_1279
35127,ECP_2784
35128,ECP_3590
35129,ECP_1555
35130,ECP_0662
35131,ECP_1658
35132,ECP_3540
35133,ECP_0652
35134,ECP_2054
35135,ECP_0842
35136,ECP_2367
35137,ECP_3929
35138,ECP_0844
35139,ECP_0846
35140,ECP_1001
35141,ECP_2173
35142,ECP_0845
35143,ECP_2941
35144,ECP_3319
35145,ECP_3980
35146,ECP_2193
35147,ECP_0164
35148,ECP_1330
35149,gpp
35150,ECP_2538
35151,ECP_2252
35152,ECP_1481
35153,ECP_2877
35154,ECP_2475
35155,ECP_4283
35156,ECP_0133
35157,ECP_0267
35158,plsB
35159,ECP_2520
35160,ECP_3183
35161,ECP_0962
35162,ECP_2728
35163,ECP_3544
35164,ECP_3545
35165,ECP_1372
35166,ECP_3546
35167,ECP_3543
35168,ECP_2729
35169,ECP_2935
35170,ECP_0209
35171,ECP_0890
35172,ECP_0208
35173,ECP_0207
35174,ECP_3709
35175,ECP_4257
35176,ECP_2285
35177,ECP_0134
35178,ECP_0488
35179,ECP_3511
35180,ECP_4023
35181,ECP_2284
35182,ECP_3728
35183,ECP_2283
35184,ECP_4228
35185,ECP_3721
35186,ECP_4472
35187,ECP_0272
35188,ECP_0690
35189,ECP_3720
35190,ECP_1796
35191,ECP_1726
35192,ECP_3730
35193,ECP_2142
35194,ECP_2152
35195,ECP_3218
35196,ECP_2414
35197,ECP_4492
35198,ECP_0969
35199,ECP_0454
35200,ECP_0462
35201,ECP_4689
35202,ECP_2063
35203,ECP_3893
35204,ECP_2065
35205,ECP_3892
35206,ECP_3217
35207,ECP_4778
35208,ECP_2957
35209,ECP_2519
35210,ECP_2348
35211,ECP_2661
35212,ECP_0112
35213,ECP_1236
35214,ECP_2770
35215,ECP_3997
35216,ECP_0768
35217,ECP_2442
35218,ECP_2796
35219,ECP_2141
35220,ECP_2560
35221,ECP_0827
35222,ECP_2909
35223,ECP_2085
35224,ECP_0767
35225,ECP_4018
35226,ECP_4362
35227,ECP_3697
35228,ECP_0152
35229,ECP_2131
35230,ECP_0569
35231,ECP_2132
35232,ECP_2130
35233,ECP_4658
35234,ECP_0798
35235,ECP_3731
35236,ECP_3184
35237,ECP_1283
35238,ECP_0003
35239,ECP_4478
35240,ECP_2448
35241,ECP_2445
35242,ECP_4223
35243,ECP_0775
35244,ECP_2188
35245,ECP_4479
35246,ECP_2064
35247,ECP_4480
35248,ECP_2447
35249,ECP_2860
35250,ECP_2446
35251,ECP_0776
35252,ECP_2187
35253,ECP_2189
35254,ECP_4477
35255,ECP_2862
35256,ECP_2861
35257,ECP_2937
35258,ECP_3082
35259,ECP_2502
35260,ECP_0979
35261,ECP_3081
35262,ECP_1420
35263,ECP_3080
35264,ECP_0977
35265,ECP_2092
35266,ECP_3083
35267,ECP_3748
35268,ECP_0978
35269,ECP_2535
35270,ECP_2765
35271,ECP_2534
35272,ECP_2091
35273,ECP_4000
35274,ECP_2479
35275,ECP_2533
35276,ECP_0777
35277,ECP_1131
35278,ECP_3928
35279,ECP_2309
35280,ECP_4088
35281,ECP_4126
35282,ECP_2871
35283,ECP_0625
35284,ECP_3526
35285,ECP_0627
35286,ECP_0143
35287,ECP_4225
35288,ECP_0010
35289,ECP_0520
35290,ECP_4516
35291,ECP_0132
35292,ECP_0851
35293,ECP_2066
35294,ECP_1061
35295,ECP_2068
35296,ECP_3531
35297,ECP_1310
35298,ECP_3501
35299,ECP_3503
35300,ECP_2524
35301,ECP_0799
35302,ECP_3963
35303,ECP_0839
35304,ECP_3216
35305,ECP_0024
35306,ECP_2768
35307,ECP_2769
35308,ECP_1007
35309,ECP_0460
35310,ECP_0590
35311,ECP_2510
35312,ECP_4155
35313,ECP_3249
35314,ECP_1051
35315,ECP_3523
35316,ECP_3729
35317,ECP_3884
35318,ECP_1565
35319,ECP_2435
35320,ECP_4209
35321,ECP_3525
35322,ECP_2882
35323,ECP_3524
35324,ECP_1101
35325,ECP_4081
35326,ECP_0075
35327,ECP_0073
35328,ECP_0074
35329,ECP_0700
35330,ECP_2322
35331,ECP_0076
35332,ECP_2315
35333,ECP_0929
35334,ECP_3286
35335,ECP_2324
35336,ECP_0825
35337,ECP_1263
35338,ECP_0823
35339,ECP_2325
35340,ECP_4441
35341,ECP_2318
35342,ECP_0824
35343,ECP_3686
35344,ECP_2327
35345,ECP_2316
35346,ECP_0717
35347,ECP_2323
35348,ECP_2326
35349,gatD
35350,ECP_0716
35351,ECP_2319
35352,ECP_2317
35353,ECP_0715
35354,ECP_2320
35355,ECP_3924
35356,ECP_3377
35357,ECP_3927
35358,ECP_3926
35359,ECP_2321
35360,ECP_3946
35361,ECP_2615
35362,ECP_3925
35363,ECP_4062
35364,ECP_4015
35365,ECP_1349
35366,ECP_2088
35367,ECP_3498
35368,ECP_3114
35369,ECP_1298
35370,ECP_0047
35371,ECP_1686
35372,ECP_4188
35373,ECP_0856
35374,ECP_1547
35375,kefB
35376,ECP_1546
35377,ECP_3351
35378,ECP_0376
35379,ECP_1009
35380,ECP_4177
35381,ECP_3706
35382,ECP_1403
35383,ECP_0886
35384,ECP_2504
35385,pncB
35386,ECP_0375
35387,ECP_0374
35388,ECP_1229
35389,ECP_4476
35390,ECP_2300
35391,ECP_1015
35392,ECP_0020
35393,ECP_2523
35394,ECP_0417
35395,ECP_0512
35396,ECP_2171
35397,ECP_2671
35398,ECP_1379
35399,ECP_2670
35400,ECP_0432
35401,ECP_3586
35402,ECP_1579
35403,ECP_4169
35404,ECP_4374
35405,ECP_3737
35406,ECP_3573
35407,ECP_3572
35408,ECP_3571
35409,ECP_0722
35410,ECP_3574
35411,ECP_3489
35412,ECP_2782
35413,ECP_2503
35414,ECP_3575
35415,ECP_2210
35416,ECP_0416
35417,ECP_4774
35418,ECP_3465
35419,ECP_2172
35420,ECP_4767
35421,ECP_1406
35422,ECP_4063
35423,ECP_2541
35424,ECP_0669
35425,ECP_0762
35426,ECP_4273
35427,ECP_1716
35428,ECP_1989
35429,ECP_1649
35430,ECP_0442
35431,ECP_0109
35432,ECP_0672
35433,ECP_4218
35434,ECP_3551
35435,ECP_2501
35436,ECP_1273
35437,ECP_1597
35438,ECP_3458
35439,ECP_2069
35440,ECP_0653
35441,ECP_4770
35442,ECP_2490
35443,ECP_2247
35444,ECP_0660
35445,ECP_2246
35446,ECP_2559
35447,ECP_0658
35448,ECP_2067
35449,ECP_2245
35450,ECP_0190
35451,ECP_2243
35452,ECP_2244
35453,ECP_0560
35454,ECP_1467
35455,ECP_0204
35456,ECP_4019
35457,ECP_1255
35458,ECP_0919
35459,ECP_1275
35460,ECP_1277
35461,ECP_0194
35462,ECP_1274
35463,ECP_4404
35464,ECP_2196
35465,ECP_1276
35466,ECP_4113
35467,ECP_1468
35468,ECP_2554
35469,ECP_2726
35470,ECP_4757
35471,ECP_4772
35472,ECP_2587
35473,ECP_2336
35474,ECP_2330
35475,ECP_4117
35476,ECP_2470
35477,ECP_3698
35478,ECP_3732
35479,ECP_0541
35480,ECP_0791
35481,dmlA
35482,ECP_4405
35483,ECP_4780
35484,ECP_0710
35485,ECP_3053
35486,ECP_3163
35487,ECP_4224
35488,ECP_0985
35489,ECP_2089
35490,ECP_2762
35491,ECP_1118
35492,ECP_1557
35493,ECP_2948
35494,ECP_4659
35495,ECP_1705
35496,ECP_1443
35497,ECP_1442
35498,ECP_0409
35499,ECP_1444
35500,ECP_1120
35501,ECP_0170
35502,ECP_0407
35503,ECP_3456
35504,ECP_3457
35505,ECP_0408
35506,ECP_0869
35507,ECP_1084
35508,ECP_1445
35509,ECP_4306
35510,ECP_4305
35511,ECP_2526
35512,ECP_4304
35513,ECP_0871
35514,ECP_3482
35515,ECP_1117
35516,ECP_1119
35517,ECP_0159
35518,ECP_0868
35519,ECP_4303
35520,ECP_0086
35521,wbbJ
35522,ECP_0870
35523,ECP_2430
35524,ECP_4488
35525,ECP_1581
35526,ECP_4020
35527,ECP_2581
35528,ECP_0913
35529,ECP_3207
35530,ECP_1839
35531,ECP_1623
35532,ECP_1838
35533,ECP_1798
35534,argI
35535,ECP_3619
35536,ECP_1245
35537,ECP_3274
35538,ECP_4040
35539,ECP_4489
35540,ECP_1006
35541,ECP_0918
35542,ECP_1309
35543,ECP_0685
35544,ECP_1011
35545,ECP_1308
35546,ECP_3115
35547,ECP_1334
35548,ECP_3469
35549,ECP_2900
35550,ECP_1639
35551,ECP_3909
35552,ECP_0761
35553,ECP_2350
35554,ECP_0570
35555,ECP_4056
35556,ECP_3215
35557,ECP_4050
35558,ECP_2959
35559,ECP_4337
35560,ECP_4203
35561,ECP_1609
35562,ECP_0474
35563,ECP_3740
35564,ECP_2398
35565,tyrS
35566,ECP_1013
35567,ECP_3952
35568,ECP_1850
35569,ECP_0064
35570,ECP_0445
35571,ECP_0187
35572,ECP_0142
35573,ECP_3688
35574,ECP_0087
35575,ECP_4443
35576,ECP_1331
35577,ECP_3978
35578,ECP_0089
35579,ECP_0062
35580,ECP_3977
35581,ECP_2652
35582,ECP_2736
35583,ECP_0189
35584,ECP_1485
35585,ECP_3276
35586,ECP_0092
35587,ECP_0121
35588,rbsC
35589,ECP_0090
35590,ECP_3947
35591,ECP_0093
35592,ECP_0122
35593,ECP_4186
35594,ECP_1584
35595,ECP_0054
35596,ECP_3951
35597,ECP_3147
35598,ECP_3948
35599,ECP_0855
35600,ECP_4114
35601,ECP_2566
35602,ECP_0182
35603,ECP_0778
35604,ECP_4112
35605,ECP_0770
35606,ECP_2277
35607,ECP_2278
35608,ECP_2359
35609,ECP_2071
35610,ECP_2298
35611,ECP_2296
35612,ECP_3648
35613,ECP_2640
35614,ECP_0769
35615,ECP_2641
35616,ECP_0566
35617,ECP_1670
35618,ECP_0088
35619,ECP_4125
35620,ECP_4487
35621,ECP_0098
35622,ECP_4486
35623,ECP_3471
35624,ECP_4165
35625,ECP_4164
35626,ECP_2302
35627,ECP_3263
35628,ECP_2301
35629,ECP_2905
35630,ECP_2906
35631,ECP_4482
35632,ECP_0668
35633,ECP_4243
35634,ECP_0179
35635,ECP_2915
35636,ECP_0779
35637,ECP_3470
35638,ECP_3713
35639,ECP_0766
35640,ECP_4781
35641,ECP_2655
35642,ECP_0709
35643,ECP_1627
35644,ECP_1630
35645,ECP_1628
35646,ECP_1626
35647,ECP_1629
35648,ECP_1631
35649,ECP_0252
35650,ECP_2299
35651,ECP_1691
35652,ECP_0477
35653,ECP_2297
35654,ECP_2734
35655,ECP_2733
35656,ECP_3995
35657,ECP_2665
35658,ECP_2663
35659,ECP_1852
35660,ECP_3996
35661,ccmC
35662,ECP_2662
35663,ECP_4210
35664,ECP_2664
35665,ECP_2500
35666,ECP_2485
35667,ECP_2238
35668,ECP_1010
35669,ECP_2237
35670,ECP_2499
35671,ECP_2241
35672,ECP_3693
35673,ECP_1005
35674,ECP_2242
35675,ECP_0577
35676,ECP_0585
35677,ECP_1661
35678,ECP_1712
35679,ECP_4507
35680,ECP_2308
35681,ECP_0618
35682,ECP_1662
35683,ECP_1472
35684,ECP_2648
35685,ECP_0607
35686,ECP_3708
35687,ECP_2647
35688,ECP_3676
35689,ECP_4442
35690,ECP_2876
35691,ECP_3668
35692,ECP_3683
35693,ECP_3684
35694,ECP_3072
35695,ECP_3682
35696,ECP_4590
35697,ECP_3670
35698,ECP_3671
35699,ECP_3205
35700,ECP_3669
35701,ECP_1803
35702,ECP_1801
35703,sdaB
35704,ECP_1802
35705,ECP_1757
35706,ECP_0907
35707,ECP_2978
35708,ECP_3209
35709,ECP_2778
35710,ECP_2983
35711,ECP_2383
35712,ECP_3180
35713,ECP_0306
35714,ECP_0420
35715,ECP_2194
35716,ECP_1683
35717,ECP_1690
35718,ECP_1682
